label	text_a	text_b
0	您好，请问这个户型有啥优缺点	链家NAME很高兴为您服务
0	想问下这个房子里的家具家电房东要留下哪些？	嗯嗯，具体装修时间我再确认下，
0	首付大约多少	是实图
1	什么时候能够看房呢？	下午
1	能不能看	这房有问题，现在查封了
1	这个能看吗	可以看
0	您好，我想咨询恒大国香山小区	考虑这附近的吗？ 
1	价格可以少吗？	可以
0	这个房子是带全屋家电吗？	有增值税
0	什么时候能够看房呢？	你好
0	现在能看房吗？我在岳王庙这里	您电话多少
1	我想看看	好的👌🏻
1	看房方便么	方便的
0	您好，我想了解肥西县政府大院即将上架的2室房源报价。	最便宜的是这套
0	这个能公积金贷款吗？	那你先看
0	能看房吗？	考虑哪个小区
0	2楼，遮挡情况怎么样呀？	这是6层的
0	看房方便吗	您好，您之前咨询的房源户型很优质，您有时间去看看吗？
0	您好，我想咨询中海银海一号小区的成交房源	我电话是PHONE
0	这个房子附近有什么学校	嗯嗯
1	现在这个房子可以看不	现在看不了
1	这套房子是什么情况	没有贷款纠纷，但这套房子现在在做公证，暂时没有办法签字?
0	采光怎么样	您什么时候回深圳呢
0	能看一下吗	有的
0	明天能看吗	好的
0	都是这种户型吗	没有满五
0	有证吗	这房子现在在出租，租户八点下班，我要提前给业主预约
0	是南区吗？光线么样	北区
0	三百多平米的是什么户型	只要考虑1楼的嘛？
0	是否含税？	继承税有20多万
0	有证吗	我加了你微信，同意一下！
1	是二期的吗	是的哦
0	是啊，现在心里底线多少？	哈喽 哥
1	有证吗	目前没有
0	小兄弟帮我算一下首付多少钱	您这边是首套房吗？
1	生活配套怎样	小区配套不错，出门菜场，商业综合体，前滩，和东明路规划的金色中环
1	你好，请问这套房子有没有增税	有的哦
0	看看哪个合适，哪天抽空去看一下	好
0	户型	那我就先给您也登记4200，有客户在谈您看怎么样
0	学校	小学是从黄浦区那会儿世博会一起动迁过来的，优质小学，初中是本地的初中，里面的老师在这里教书，都教了20多年   教学经验丰富 老师们都很好
1	有低价吗？	看具体付款方式
0	请问首付和贷款是多少？	正常出售的
0	大概什么户型	这个房子暂时没有照片
0	可看吗	？
0	采光怎么样？	好的，
0	什么时候看房都可以吗？	空闲中
1	顶楼，有税吗？	不满两年，有税
1	这套房源价格还有优惠空间么？	还能小谈一些
0	看房方便吗	可以落户口。
0	有产权证吗？	给您推荐下这套房子
1	最低多少钱	您有时间可以带您看看，价格可以商量
1	有增值税吗	不满两年
0	可以带我看看嘛？	稍等
0	有房本？	需要全款付
0	这套什么情况？可以介绍下吗	我再问问业主，上周问她是不让价的
1	请问学校是哪里	初中是高新二实验
1	有没有房产证	房子产证在手
0	您好，我想咨询博雅豪庭小区	是看小3房还是大3房呢
1	你现在方便么？	我vr带您看看
0	价位能谈呗	房主装修花了11万，都是用的品牌的装修材料😁
1	行您联系能看吗	您在哪过来，您留个电话，我给您约下
0	不要求配套	嗯，那就黄村这边
0	这套价格还有没得少哦，我记得我去看过。	进门那里是入户花园
0	靠马路吗？	靠路店
0	是边户吗	就是这个户型门口还有一个进门的小平台！那个地方是您的！
1	小学和中学是哪个学校啊？	小学是大连市新兴小学，中学是大连市第五十一中学。您对学校有要求吗？
1	这家能看房吗	可以看房
0	你好，请问这个房子配套的学区是哪里呀？	客气了
0	全款啊？	我的微信以及电话PHONE
0	周边的中小学情况？	电梯房。带学区
0	这个看房方便吗？	不谢
0	可以看吗	嗯
0	房子能看吗	啥？
1	这个是东区还是西区的啊	这套房子也是东区的
0	这个房子位置在哪里？	这边给您发了vr带看，您可以点击进来
1	是什么小学呀	龙华创新实验学校，九年制。
0	什么时候能看	您电话多少
0	您好，我想咨询太平洋小区小区	您是单6层就244平吗
0	可以看房不？	您这边好久过来看呢？
1	下午可以看房吗？	房子有钥匙可以随时看
0	什么时候能够看房呢？	有的
0	现在可以看吗	好嘞，哥我带你看一下
1	这个房子是不是不满五 还有很多税	税费我一会算好可以发给您看一下，像万达茂这个板块，房子没有满五年的
1	这是老的南环？	是的
0	这房证齐全吗	这套是顶层的房子
1	什么时候能看	现在已经卖光了😂
0	我想了解一下读龙舟路小学的学区房	我也住万科金色城市?
0	这套纠纷的房子能不能约房东谈谈	5楼这套房东意见还是不统一，不愿意出来见面
0	在哪里	那就是
0	这套房源价格还有优惠空间吗？	可以看看其他的，东南向是稀缺户型
0	其他费用还有哪些？还有议价空间吗？	小弟有什么做的不到位，还请大哥明示
1	您好，这个小区价格很高呀，周边有什么配套或者优势吗	有9万平米的商场配套
0	几楼有太阳照到房间吗	哦哦
1	看房方便吧？	几点呢
0	这个是不是一期的	可以啊
0	不满税要多少？	是的、您是只考虑毛胚房吗？
1	南区的吗	是的
0	什么时候能够看房呢？	我现在在麓园等你，您大概多久到？
0	你能带看吗	您几点过来看呢？
0	有增值税吗	简单装修
0	这个房子有增值税吗	房东要换置
0	是的，现在可以看嘛	您好
0	前面有遮挡吗	8栋20多楼的
0	有房子看吗	刚刚那套房子业主自住的
1	这样，这个周末我有时间，可以先去看看房吗	可以的
0	您好，请问这个户型有啥优缺点	是能给到您比较大的优惠的
0	那有时间可以看看去	杨庄附近也就地铁家园和西成忆树
0	我发你这套是什么情况	好的
1	初中呢	九中
0	带家具吗？	你要有兴趣可以看看，和这户型一样
1	那什么时候，满两年	大概就是10月底
0	这个能公积金贷款吗？	价格到时候约到业主来我会帮你砍价
0	未来科技城其实配套都还没有上来	科技成人才太多了
1	下午能不能看房	这套房子有钥匙，可以看房哈
1	还有这个房子是不带任何家具的吧	只有空调
0	不满两年怎么交易	您电话多少？我明天给您回过去好吗？我现在医院陪病人，实在不好意思！
1	我看房子挺老的，公积金能贷吗	可以的
0	还能便宜吗	这套房子在7楼，总楼层15层
0	你就不能先给我看看户型吗	好的
0	我发你这套是什么情况	有的
0	有多少贷款	您如果对着房子有意向，我可以约房主，去看看房子。您有问题也可以和房主面对面交流一下。
1	……好的那明天看看能不能让我去看看	我联系房主
0	彩光怎么样呀	还可以么
1	大概什么时候可以看房？	我可以线上带您看看
0	价格能少不？	这套房子在多层三楼，这个价格带车位
0	这个小区房子采光怎么样？	我来看下
0	贷款好多  税费多少  月供呢	没得问题
0	有没有能贷款的	前洲的吗
0	没下房本呢是吧	可以商量
0	等等 一起能看的时候一起去	和成还得等几天 我们正办手续呢
0	最低多少？	有心出售就不用开放盘时间啦
0	是的。这房子在几栋？没有遮挡什么的吧？	这套房子是吉大西区的，在8栋，园区里的，一点也不吵
1	一层的什么时间能看	需要提前约姐
0	这个房子上哪个小学？	二期的房子都没有独立出去的阳台，都是在室内的
0	是不是有个挡光了？	你接通一下
1	满几年？	这个满五不唯一，和满二一样
1	靠前排吗	中间
1	今天夜里可以么	可以的
1	这个房子看房方便吗	是业主自己住，提前约一般都可以
1	中学呢？	东海中学
0	什么装修	可以加我微信PHONE
0	这房子可以看嘛	您可以在户型解读里，立即查看完整的户型报告，有房源性价比的分析
0	光线好吗	志健时代广场好
0	过两天能看房吗	您看留个联系方式，51之后，我联系您，和您确认时间
0	户型是哪样的	单价很合适
0	有双税吗	能看
0	价格能谈吗？	不看房子就问底价，您这不是耍流氓嘛😃
1	是惠城区的吗	是的
0	有大税吗	业主诚意卖可以配合过两年
1	今天能看吗	我约好回复你
1	可以看看	好，我这边发起带看
0	这套房子能讲多少钱	你看过吗？
0	位置是怎样的	你大概知道这个小区位置吗？
0	单间配套或者套一	不是的哦
0	他这个有遮挡吗？	有证，
0	装修好了的？	因为我是那房子和维护人嘛，所以情况比较清楚。
1	主要是采光怎么样？	采光没有问题
1	问下还有其他税费吗？房产证是那一年的？	其它没得了
0	您好，我正在看彩虹老区小区	不是，就是聆水居对面的实验小学和初中
0	税费预计多少	您看看这个呢，比刚才那个面积要大点
0	两个能都看吗	大约几点看
0	这个房产证是有的吗？	北京
1	房子什么情况	是五楼的
0	可几套一起看	嗯
0	什么时候可以看房	私聊
0	这个房子可以看吗	13楼，是公司产权的，基本要全款才可以，不然税很高
0	您好，我正在看鞍山的房子	上完同济小学，直升铁岭初中的
0	是学期房吗？	2楼
0	明天可以看嘛	下午2点可以吗
0	80中是重点学校吗	方便留个电话吗
0	现在是空房还是在住的	咱们考虑那个学校呢
0	还可以 但是还是想看看其他的	这个呢
0	中小学？	小区比较新，是16年6月份交房的，
0	01户 还是02户	是的
0	啥是差额首付款	是的
0	您好，我正在看铂金时代的房子	您这边是考虑买套几呢？价格接受多少？您说下您的大体需求，我好给您匹配符合您需求的房子
1	附近是啥学校	有的
1	请问对口的小学是哪个	小雁塔小学。
0	那个645的可以看吗？	别的房子还有想看的么
0	您好，请问这个房子周边有哪些学校	?
1	您好，请问这套房源首付是多少？	看看你能贷多少
0	您好，请问这个房子周边有哪些学校？	和风的环境肯定好的
0	初中呢	您方便留个电话或者加个微信吗，有好房方便联系您
0	这套在小区什么位置啊	您主要考虑这个价位的的房子还是大概这个小区的房子
0	哪套能看	这套有间自如
0	这个采光怎么样	上学非常方便
0	知道业主多少卖么	为什么不安全？
0	这小区不是临街嘛	第一套房子北边🉐窗户打开会有声音
0	现在可以看？	您什么时候看房子呢
0	是融创春风十里的什么苑	西南方向，您是对朝向有要求吗？我也可以帮你找其他朝向的
0	含税吗	个税1个点和契税1.5
1	您好，这个小区价格很高呀，周边有什么配套或者优势吗	几所名校，市八医院
1	你说的那套房子，明天可以看吗？	可以
1	有证没	有证的
0	配套学区是哪里	您还有什么想咨询的
0	简装？	炒房就是风险投资，是纯投资，没有稳赚的买卖，也有赔的风险
0	这套房是毛胚房吗？	还有契税
0	这样的房子小区还有吗	可以啊
0	都是什么？各种税	是的姐
0	采光好吗？	你宏联来看过吗
0	可以看房吗	三楼，价格可议，很划算
1	这个是一期？	是的，这个是高层的
1	这套房源价格还有优惠空间吗？	看上房可以和房主聊聊
1	这套房源价格还有优惠空间吗？	嗯嗯，价格可以谈的
0	那二手房也是可以用公积金的是吧	我多给你准备几套，一起看看
0	带全套家具吗	到时候可以和房主商量
1	装修如何	这个房子装修不错，是当初的婚房装修
0	这个满几	咱想买多大平的 我给咱推荐几个
0	这个怎么样	146万
0	什么时候可以看呢？	你好
1	那能看房吗	年后一直也看不了房
0	这是在哪里？是住宅还是？	是住宅产权的，国际丽都城小区的高区景观三房
0	现在有时间看一下房吗	今天中铁出来一个89平套三的
1	在哪	在东山大厦那边
0	税费情况是怎样的	两个点的中介费
0	房子是精装房吗	方便看房
0	这个房子是怎么情况啊	原值140万，二套贷64万
0	目前还有没有遮挡的两居室吗	嗯
0	采光好嘛	好的，稍等
0	您好，请问这个房子周边有哪些学校？	在的
0	您好，我想咨询恒大国香山小区	有什么要求吗？
1	188的那个这回能看吗？	您过来之前我给业主打电话去物业拿钥匙
0	挡采光吗	你要买哪里的
0	生活设施方便吗	好的，我发vr给您讲解一下吧！
1	现在可以看房吗	您觉得合适，我明天再实地带您看一下😁
1	有高税吗	有高税
0	有房产证吗？	40年产权
0	有房产证吗？	这个租金评论一个月4000以上业主在做民宿
0	请问这个房子在俊腾的什么位置	是的
0	您好，我想了解一下这套房子  https://shangye.ke.com/tj/sp/buy/detail/1100245626	是的
0	您好，请问这个房子周边有哪些学校	双南的比较少，而且只有50.77的这种双南的带个小餐厅
1	是几期的，朝那边	2期的
0	价格可以少吗	感谢您的信任！您好！我是贝壳-欢家居陶玲，来自武汉阳逻，很高兴为您服务！
0	今天可以看？	您好
1	要一次性付款吗？	对
0	嗯，谢谢，六十多万是不含家私的对吗	好租
0	您好，请问可以看房吗	咱什么时候看房方便
1	有时间带我看龙城花园的房子吗	可以啊
0	这个房子能不能贷款，有没有房本	还在嘛？老师
0	做低后的税费？	客户是2套房子，然后贷款115万！其余给现金
1	不好看房子？	只能看同户型哦
0	什么时候能够看房呢？	退出凯
0	你好 在吗 我今天不忙 可以带我看一下房子吗	好的
0	小学啊	可以吧您的购房要求告诉我，给您找合适的房子
0	这个房子带家具吗？	您打算什么时候看房
1	中学呢	深圳实验学校
0	香槟花园一期的吗	您有空的话
0	有大税吗？	嗯嗯。
0	我这个周末有时间，可以带我去看看吗	😁
0	建工的房子 价格空间有多少呀？	690a
0	多久满两年呢	??
0	你现在可以过来吗	不好意思我在英庭
0	您好，请问这个户型有啥优缺点	如果您想看完整的户型报告，直接点击就可以了
0	是不是就是以前台北路小学？	可以
0	这位置在哪啊	第二个是一楼
0	什么小区，什么户型	南开哪有h户型
0	三期？	这个价格还能再谈一点，房东定新房，着急的不得了
0	这个房子满两年是多少税啊	您是考虑两居室自住吗？
0	这个是装修好的还是什么	天威花园出门100来米就是10号线东瓜岭站了，出行很便利的
0	今天能看不	嗯
0	这个首付最低多少，二套	您是孩子在这边上学吗？只考虑慧忠北里小区？
0	这个业主还有一套类似的房子  我想一起看	要不现在吧？因为我下午还要带一个客户看房，12点的话时间有点来不及。您看行不
0	您好，我想咨询北辰名著小区	你是首套还是第二套
0	全款嘛。这个还稍微可以接受	周日上午十点你看怎么样？
0	大概什么时候满两年	对的
0	什么时候能看	要不我给您选几套优质的二手，出来看下嘛
1	哪里的房子？	万科4期
0	什么时候能够看房呢？	好久到
0	这个最低多少钱	留个联系方式吧
0	我在小区附近，有没有能看的？	好，有
0	视野如何？	有什么可以帮您得?
0	几楼的影响采光吗	不影响
0	这房子什么情况	有的，目前有套二期的，不靠马路。中间楼层的
0	哪里的	品质开发商
0	你好   这个房子怎么样	我是综合经纪人。
0	主要考虑的问题是交通商业配套和后期出手的问题	可以用公积金
0	您好，请问这个房子周边有哪些学校	就相门地铁口那个小学，平江实小本部
0	您好，我正在看万科魅力之城南区小区	惠园是经济适用房
0	带家具家电？	方便的话留您个电话
1	您好，能帮我详细介绍下源升金锣湾么	金锣湾分四个园，现在只有万福园可以出售
0	能办房产证吗？	这是正常的房子
1	想问下这个房子里的家具家电房东要留下哪些？	所有的家具家电都带着一起卖
0	这种户型不靠马路的有吗？	小区中心位置三房是156-179平
0	您好，我想咨询#汇侨新城东区#小区	本科学历以上的可以考虑黄埔，南沙
0	那房子里有家具那些？	你在考虑勇拓洋楼吗？
0	这套房源价格还有优惠空间吗？	你好
0	什么时候能够看房呢？	😁
1	这个房子配套的中小学是哪里呀？	佳宁小学
1	请问是清水还是装修的呢	清水
0	这个可以看吗	留个联系电话
0	我看上面是毛坯呢	  您主要是考虑一个套二吗
0	你这边带我看一下	您好
0	下次来一起看了	😁😁😁
0	有老证的吗	老师贵姓呢?
0	最低多少钱能卖？	中间
0	几期	噢噢  您之前有看过复式的户型吗 
0	什么情况呢？	我们下班比较晚，现在也能看房
0	您好，请问这个房子周边有哪些学校？	业主接受贷款
1	毛坯还是精装？	毛坯
1	这是住宅吗，有房产证吗	有房本的
0	这是几期的？	这个是精装修的
0	房子在哪里	22栋的，整不整？
0	这个低价多少	我问问哈
0	您好，我正在看三兴花园的房子	你看我们先去看看那个房子，若是满意的我们在商量
0	有装修吗？	是的
0	您先谈我诚意	那我明天聊聊
0	什么小学	如果您没有看过这套现房，我这边安排个时间，总可以先看满意，至于价格方面在进一步争取。
0	挡光吗	OK，没问题
0	这套什么情况呢	您可以把链接发我一下吗？
0	户型怎样？	加了，没通过
0	这个房的性价比怎么样	这个房子有个特殊情况跟您说一声，业主这边有165万的抵押，不过业主可以自己还
1	还能降吗	可以的
0	精装带家具吗	嗯
0	这个房子什么情况啊	你方便发一下联系方式吗？
1	什么时候能够看房呢？	带您vr看看？
0	有空看看	可以看房
1	首付多少	首付办完 63万左右
0	最低呢	差不多得二十万
0	这个是那户	你好
0	什么时候能够看房呢？	您好
1	这套房源价格还有优惠空间吗？	价格实惠，想看看吗？喜欢的话可以帮您争取最大的优惠。
1	这个房子临街吗	有一点点临街
0	最低多少钱	您看过房子吗？
1	明天可以多看几套的	明天大概几点呢
0	还有多久能满二	要看看房子吗？
1	小学	曲家疃小学
1	可以看房吗	可以
0	价格能下多少	知道
1	现在看不了	我vr带你看就行
0	是楼头吗？	临街的，挨着健康路
0	可以贷款吗、	顶名还贷也不踏实
0	哪里？	您想了解哪方面
0	我想问下这个房子是二手精装修吧	想重新置换房子
0	东区的？	我看下啊
0	有增值税吗？	好的
0	您好，请问这个房子周边有哪些学校？	学区一半
0	成都七中附属小学哪些小区能读呢	这个是在高新区那边的
1	您好，我想了解温莎杰座即将上架的4室房源报价。	单价都在1万1左右。
0	您好，我正在看金海花园的房子	北向的成交价在610到630左右具体看装修和楼层
0	你好，为什么我无法上传房产证	我查下
1	可以看看吗	可以的
1	有多大的议价空间呢？	房东也说了，房子不可能一分都不少，但也不会太多。
0	哦。一期的呢？	这个楼层比较低
0	请问这个是可以读哪里学校	实在不好意思，刚带客户在看房子
1	您好，请问这个房子周边有哪些学校？	对口武汉小学和武珞路中学
0	在哪里？	到地铁也就300米
0	您好，请问这个户型有啥优缺点	你方便留个联系方式，我加你微信。到时你做地铁到紫庐站下车，我带你实地看一下房子
0	这周边生活设施咋样	加个微信呗??
0	而且没什么议价空间	这个小区就是硬伤明显
0	您好，请问这个房子周边有哪些学校？	买完以后随时可以卖，
0	请问首付和贷款是多少？	正常出售的
0	请问首付和贷款是多少？	房子是50年产权的普通住宅
0	税费几多	这个和刚才的户型是一样的
0	房子可看吗	我问一下
1	下午能看么	我现在打电话问下
0	有房子可以看看吗	你好
1	税费如何付	那边有个税和中介费需要买方承担
1	什么时候能看	不确定
1	请问首付和贷款是多少？	你是首套房还是二套房
0	您好，请问这个房子周边有哪些学校	房龄 楼层 总价 有什么要求
1	你们卖的价格包含家具家电吗	家具家电可以商量，一般都是送的。如果有些家具家电不舍得留的可以带走
0	那么我想一下。再降点价能够卖出去吗	还没加装电梯
0	我想看哈房子	您好
0	这个是东区还是西区的啊	还有一年多的时间才能满五年
0	Hi，您好，我正在看保利心语花园小区已成交的二手房：保利心语花园 2室2厅 86.51平米	只要2房吗
0	750的那套，价格还可以谈	好呀
1	小区周围配套怎么样	现在基础配套都有了，1号线地铁口
1	你那边还有了解到金域华府套2的有房源吗	金域华府在售的房源比较少。
0	有房产证吗？	精装修的我们租过3500
0	五一可以去看？	请问您贵姓呢？
0	接受多少贷款	常
0	什么时候能够看房呢？	您好
0	您好，我想了解宝地东花园即将上架的3室房源报价。	简单介绍下，我是12年退伍后就从事地产行业，至今已经有7年了，现任链家高级店经理M8，荣获2019年上海链家代言人，2019年社区专家，主做杨浦虹口两个板块，对这两个板块目前在售房源基本了如指掌，对房源的敏感度很高，每天要求自己空看3套房源，只有自己亲自看过才能和客户介绍的更透彻，做到脑中有房，找房选择我，我会全力以赴的帮您推荐优质房源，帮您把控二手房交易过程种的每一个存在的风险，享受我最专业服务
0	这个天瑞花园能否享受洋房、别墅区的公共区域配套？	比较优质的楼层
0	300可能吗？	您现在考虑三室啦
0	底价多少？	不带车位，车站另算
0	有本吗	好的
0	一般税费怎么算的	你们
0	下午可以看吗	您下午都有空吗
0	过两年税是多少	顶上送个阁楼
0	能给看下这个房子不	好的
0	价格还可以谈吗？	花园面积大概40～50个平方
0	房东拿这个房子抵押贷款了？	比较麻烦 
0	这两个能看吗	这个小区红砖的小板楼，估计您看不上
0	他这个家具怎么办	我们可以加个微信，您考虑这几天，我也关注一下这小区，有什么新房源，我及时通知您
0	这个房子是怎么个情况？怎么看上去这么怪异	才具体了解了一下，刚上的房源
0	这套房子能贷款多少	 这个房子楼龄比较新也
0	2号楼的01是什么户型啊	南北大一些128的
0	现在还能走那个4.9那个不。	是的
1	啥时候可看房？	您明天要来看看也可安排
1	您好，请问这个户型有啥优缺点	这户型的缺点是没有阳台
0	那税费很高	房子交易的事我还能给您解答?
0	其他费用还有哪些？还有议价空间吗？	你咋不说话
0	晚点能看房吗	您一会5点有时间吗？
0	有没有税	您现在方便吗？我邀请您线上VR看房
0	采光如何	35
1	装修怎么样	普通装修
1	1750这套临街吗？	临街
1	这套是E5区的，是吗	对的
0	这对口什么学校	您最近在看碧云二期的三房吗？
0	我想明天去这个小区看房，	价格控制在多少以内
0	我看下房子怎么样	刚我发的那套哇
0	你给我发的这个房子是精装修吧	方便的话  留个电话  加个微信  我这边在开高速  打字不是很方便  咱们加上微信   我多给您找几套  您参考着看
0	哦，我想知道大概什么时候去	半个小时吧
0	心里价多少	业主一直自己住
1	这套能谈什么价格	议价空间不大，可以稍微降一点
0	价格还有的谈吗	就是金桥国际东边的了😂
0	什么时候免税	那条路倒不是主干道  老师
1	什么小区，对应学校呢	展览路片区
0	是西边套吗？	但是基本没什么声音
0	西湖郡有毛坯吗	这套就是毛坯
0	这个什么时候去看看	房子比较新
0	您好，我想咨询博雅豪庭小区	有图片
0	其他费用还有哪些？还有议价空间吗？	最低首付2成呢
0	五金2500一下，性价比高一点当然最好。主要是配套幼儿园，有小孩子	对的对的，业主半个月租金客户半个月租金
0	这个是一期的还是二期的	我是贝壳旗下合佑祥居金湖湾店NAME
0	您好，我想了解海亮彩悦府即将上架的3室房源报价。	这几套
0	这套房，产证有几年了	您考虑学区房
0	100这套是装修过的吗？	全部加税费一起
1	可以看不	可以的
0	这房子有税是吗？	回迁房
0	装修的怎么样	东方阳光园
0	有房子可以看吗	好
0	哪里的	这个
0	临街？	16楼
0	好，能看房最好	姐，周末有时间过来看吗？可以的话我提前安排一下
0	您好，我正在看拓基城市广场的房子	什么户型？
0	议价空间大吗？	湖畔都这个价位
0	这个房子什么情况	只有标准套一的产权，
0	有电梯？小学，中学呢	您这边想考虑学区房吗？可以把您需求跟我说一下我给您介绍推荐一下
0	这个有房产证吗	六中总校
0	您好，我正在看南郊中茵城的房子	产证不满2 不能出售
0	普通装修，现在出租呢	咱房子过几年了呢
1	可以看房吗？	随时可以看房
0	那个位置有遮挡吗？装修好吗？	嗯，适合一个人或者小两口
0	这套最少多少钱	你好
0	这个是边间吗	可能我文字解释不清楚😅
0	学校？	小学吗？
0	税要付多少	新房一期已经卖完了?，二期也没房子了，现在卖的是七期
0	这都是几期的房子？	因为满三年才能交易
1	家具这些呢	就是这个豪装里面的所有东西都是带着一起的。
0	哦哦那可以谈谈价格	那我给租客说下😂
1	这个今天可以看吗	几点钟大概
0	您好，我正在看平安山庄的房子	你手机号码多少，我加你一下微信，
0	这样的费用合计起来，首付多少	稍等我帮您算一下
0	想看看环境	在
0	价位还能商量不	这套房子在7楼，总楼层16层
0	30能做下来就去看看房子	你这边只有30万嘛？
1	您好，请问这个房子周边有哪些学校？	幼儿园公立的读，红瓦幼儿园
1	采光怎么样	东向一上午采光，最多四个小时
0	您好，我正在看上大阳光乾宁园小区	嗯嗯我知道的?
1	他带家具吗？	除了自己的东西，基本都带
0	哦哦，能随时看吗	😁
1	契税多少	看面积，90平米以下首套1个点
0	税费大概多少	总高6楼没有电梯后期加装的可能性比较大
0	什么时候能够看房呢？	这套房子在7楼，总楼层7层
0	森兰名佳是哪里？	开发商都是外高桥开发的的，不过就是没有学区，离地铁稍微远一些
0	全款呢	那您可以考虑一下力高的房子，滨海小外三部
0	明天能看吗？	您给个电话给我吧
0	这边学区读哪里	一定要的
1	什么时候能够看房呢？	您这边什么时候有时间我提前给您约一下房主
0	满几年了	我算下税费的事
0	有类似产证照片吗？	是的
0	税5%？	物业管理的一般
0	您好，我想咨询越秀滨海珺城小区	我这边有一些该房子的照片您需要看一下嘛
0	你好，有房产证吗	就只有十万吗  
0	这个约看	钥匙在我们店
0	配套怎样	都是私立的 
0	看过啊  每周末都在看房子	你又不是跟我看的
1	这套能看？	租户还在隔离中
1	什么时候能够看房呢？	随时可以
0	有高税么	这个也是漫两年 免税
1	这些都是一期吗	第一套是一期的
1	想看看	你这边安排什么时候
0	税高一点是吧	您方便的时候可以一起看看
0	现在可以看看吗	好的
0	有位置好的吗	您是想找个离高架和加油站都远的对吧
0	其他费用还有哪些？还有议价空间吗？	您好，您发的房子还在的，链家所有房源均为真实在售房源，想看看吗？我可以帮您约业主时间。
0	可以优惠多少	房子您看过吗？
0	能上学吗？什么学校	巴黎花园 1室0厅 南
0	中华新村单开间看房方便么？	好的
1	精装？	小区毛坯交付，您是考虑带装修的吗
1	哪个学区	行知小学
0	带家具吗	可以留个电话吗，我好转个率入率也行呀
1	可以贷多少年	二十年，月供2400多
0	配套都有什么	您来看看就知道了
1	现在能看看吗	现在吗？我给房东打个电话，稍等哈
0	小兄弟帮我算一下首付多少钱	这套房满五唯一，免个税，而且不用赎楼，费用很少，我算一下，稍等
0	在什么地方？	啊？
0	您好，我想了解保利壹号公馆即将上架的4室房源报价。	看千灯湖
0	这边上哪个学校	您好在吗，就是这边房子您考虑来看看吗
1	这套是边套吗	不是的，是中间套户型
0	这套房源价格还有优惠空间么？	您好
0	初中和联盟小区一样，都上的42中是么	只有联盟和联强能上
0	那个采光临街都有问题	香都的也考虑吗
0	可以公积金贷款吗	因为房龄的问题，首付需要至少4成
1	什么时候能够看房呢？	下午房东都可以
0	有证吗	商业在玫瑰湾这面
0	什么地方	这个小区一共有6栋，2017年建成的
0	这是德兴小学？	这个小区比较新，也靠近地铁站
0	这个房子是哪里的	首付加税费28.万元
0	读什么啊	小学在小区里面的
0	这套房子可以看吗	您想现在看吗？
0	转让时带家具电器吗？	这个业主没有细讲，大部分应该都不会带走
0	您好，请问这个房子周边有哪些学校？	后面的小学
0	现在能看了么	对我也这么想的，你和嫂子有时间，先过来看一下这个房子，对这个房子有个了解，然后她这个房子确实着急卖，无非就两个结果，要不就是有人愿意花48万买，要不就是没有人能给那个价格，那就只能调价低于她心里价位卖，到时候调价了，我第一时间通知你
0	前面有挡吗	抽时间带您去看看房？
0	保养咋样？	这需要翻新下
0	付款方式好最低什么价格？	您可以先看看房子
0	有证么？	都有
0	家具家电都带吗	要看的话我们随时联系
0	有户型看吗？	有什么可以帮到你
0	价格可以再谈谈吗？我只问你买	你好
0	装修怎么样	线上看房
0	什么地方的	在顺德
0	满几	有套雅乐苑的78万 装修不错
0	什么时候可以看房?	好的，那您的疑问给我留言，我落实好了给您发消息
1	价格还能谈吗	价格还能谈一点。
1	什么时候能够看房呢？	您多久过来
0	高税大概好多钱	你是户口还是社保
1	79的房子什么时候可以看	这个要提前约业主
0	您好，请问这个房子周边有哪些学校	税费也比较低
1	你好 这个有差额税？税是多少	差额税25万左右
0	需要实际看下楼层采光啥的	好的
0	这套房源价格还有优惠空间吗？	这套房子在4层的
0	底价多少	您看一下这套房子，业主也特别着急出售。
0	然后周边配套还可以，不要太旧	好的
0	这个房子有太阳么？	不需要学区么
0	哪里的	总价1000多万？
0	房子在几期呢	园林式的小区，40%的绿化率
0	要全款吗？	好的
0	这套房什么学区	小区在云南路地铁口
0	税费高吗	有套 东向的两居室，满五唯一的，首套贷款的话，首付全下来130万左右，各项费用都算在内
0	公积金能用吗	好的
0	这个可以看吗	8楼
0	您好，请问这个房子周边有哪些学校	这套房子中学学区不是重点的，但是老牌学校
0	能看不	好的
0	什么时候能够看房呢？	雅阁
0	这两套是我觉得可以去看看的	价格根据不同业主，可以议价的空间不一样
0	这个房子产权满几年啊？	读华昌小学和湖里中学
0	这个房子能看吗	您要恒大三室？
0	价钱聊到多少啦？看的也不少了	这个房子
0	中午的话这两套可以看吗？	约了你一定要来哈，不然房东大老远过来的
0	哪个校区	阳光综合来说性价比最高
0	什么时候满两年啊	我是链家地产NAME，请问怎么称呼您？
0	我现在觉得这里配套一般般	德信东望和新中宇维萨
0	您好，我想咨询双山里小区	可以，你留个联系，或者加个微信算好以后我发给你
1	带家具吗	大部分都带
0	这套房今天看得到不	好的
0	全款没个税了吧？	没有个税
0	满几年了吗？	没有增值税
1	光线怎么样	朝南采光挺好的
0	有的话我想看一看	西财学府憬城，精装套三，拎包入住，户型方正
0	只要房子配套设施好，户型，房龄新的?总之性价比好的，不知咋说，您懂给参考一下	先生还是女士呢
0	想看看这套	好的
1	有房产证没	有房产证
0	一般便宜多少？	你可以问一下目前四期卖掉的2房多少钱
